time,lag04,lag03,lag02,lag01,lag00
478, 27.96667, 51.64516, 37.26087, 34.63636, 23.77778
479, 51.64516, 37.26087, 34.63636, 23.77778, 38.3
480, 37.26087, 34.63636, 23.77778, 38.3, 25.44444
481, 34.63636, 23.77778, 38.3, 25.44444, 40.80769
482, 23.77778, 38.3, 25.44444, 40.80769, 48
483, 38.3, 25.44444, 40.80769, 48, 39.81818
484, 25.44444, 40.80769, 48, 39.81818, 4
485, 40.80769, 48, 39.81818, 4, 16.83333
486, 48, 39.81818, 4, 16.83333, 4
487, 39.81818, 4, 16.83333, 4, 1.130435
488, 4, 16.83333, 4, 1.130435, 12.66667
489, 16.83333, 4, 1.130435, 12.66667, 8
490, 4, 1.130435, 12.66667, 8, 17.38889
491, 1.130435, 12.66667, 8, 17.38889, 4.55
492, 12.66667, 8, 17.38889, 4.55, 16.56667
493, 8, 17.38889, 4.55, 16.56667, 22.3871
494, 17.38889, 4.55, 16.56667, 22.3871, 7.608696
495, 4.55, 16.56667, 22.3871, 7.608696, 11.81818
496, 16.56667, 22.3871, 7.608696, 11.81818, 0.3888889
497, 22.3871, 7.608696, 11.81818, 0.3888889, 4.25
498, 7.608696, 11.81818, 0.3888889, 4.25, 7.555556
499, 11.81818, 0.3888889, 4.25, 7.555556, 0.64
500, 0.3888889, 4.25, 7.555556, 0.64, 2.555556
501, 4.25, 7.555556, 0.64, 2.555556, 10.22727
502, 7.555556, 0.64, 2.555556, 10.22727, 19.33333
503, 0.64, 2.555556, 10.22727, 19.33333, 12.95833
504, 2.555556, 10.22727, 19.33333, 12.95833, 2.714286
505, 10.22727, 19.33333, 12.95833, 2.714286, 0.3913043
506, 19.33333, 12.95833, 2.714286, 0.3913043, 1.388889
507, 12.95833, 2.714286, 0.3913043, 1.388889, 3.290323
508, 2.714286, 0.3913043, 1.388889, 3.290323, 11.11111
509, 0.3913043, 1.388889, 3.290323, 11.11111, 6.578947
510, 1.388889, 3.290323, 11.11111, 6.578947, 8.6
511, 3.290323, 11.11111, 6.578947, 8.6, 6.870968
512, 11.11111, 6.578947, 8.6, 6.870968, 10.91304
513, 6.578947, 8.6, 6.870968, 10.91304, 8.3
514, 8.6, 6.870968, 10.91304, 8.3, 8.888889
515, 6.870968, 10.91304, 8.3, 8.888889, 5.1
516, 10.91304, 8.3, 8.888889, 5.1, 6.222222
517, 8.3, 8.888889, 5.1, 6.222222, 7.038462
518, 8.888889, 5.1, 6.222222, 7.038462, 13.125
519, 5.1, 6.222222, 7.038462, 13.125, 4.272727
520, 6.222222, 7.038462, 13.125, 4.272727, 2.666667
521, 7.038462, 13.125, 4.272727, 2.666667, 6.208333
522, 13.125, 4.272727, 2.666667, 6.208333, 3.166667
523, 4.272727, 2.666667, 6.208333, 3.166667, 0.7727273
524, 2.666667, 6.208333, 3.166667, 0.7727273, 0.7222222
525, 6.208333, 3.166667, 0.7727273, 0.7222222, 3.366667
526, 3.166667, 0.7727273, 0.7222222, 3.366667, 5.111111
527, 0.7727273, 0.7222222, 3.366667, 5.111111, 8.105263
528, 0.7222222, 3.366667, 5.111111, 8.105263, 7.166667
529, 3.366667, 5.111111, 8.105263, 7.166667, 4
530, 5.111111, 8.105263, 7.166667, 4, 12.43478
531, 8.105263, 7.166667, 4, 12.43478, 7.727273
532, 7.166667, 4, 12.43478, 7.727273, 1.277778
533, 4, 12.43478, 7.727273, 1.277778, 5.05
534, 12.43478, 7.727273, 1.277778, 5.05, 4
535, 7.727273, 1.277778, 5.05, 4, 6.384615
536, 1.277778, 5.05, 4, 6.384615, 2.75
537, 5.05, 4, 6.384615, 2.75, 5
538, 4, 6.384615, 2.75, 5, 1.666667
539, 6.384615, 2.75, 5, 1.666667, 2.541667
540, 2.75, 5, 1.666667, 2.541667, 17.14286
541, 5, 1.666667, 2.541667, 17.14286, 1.086957
542, 1.666667, 2.541667, 17.14286, 1.086957, 1.055556
543, 2.541667, 17.14286, 1.086957, 1.055556, 6.774194
544, 17.14286, 1.086957, 1.055556, 6.774194, 0.9444444
545, 1.086957, 1.055556, 6.774194, 0.9444444, 3.7
546, 1.055556, 6.774194, 0.9444444, 3.7, 11.43333
547, 6.774194, 0.9444444, 3.7, 11.43333, 4.129032
548, 0.9444444, 3.7, 11.43333, 4.129032, 5.043478
549, 3.7, 11.43333, 4.129032, 5.043478, 0.1818182
550, 11.43333, 4.129032, 5.043478, 0.1818182, 0.2777778
551, 4.129032, 5.043478, 0.1818182, 0.2777778, 13.16667
552, 5.043478, 0.1818182, 0.2777778, 13.16667, 3
553, 0.1818182, 0.2777778, 13.16667, 3, 8.384615
554, 0.2777778, 13.16667, 3, 8.384615, 6.125
555, 13.16667, 3, 8.384615, 6.125, 9.772727
556, 3, 8.384615, 6.125, 9.772727, 2
557, 8.384615, 6.125, 9.772727, 2, 5.791667
558, 6.125, 9.772727, 2, 5.791667, 7
559, 9.772727, 2, 5.791667, 7, 5.347826
560, 2, 5.791667, 7, 5.347826, 1.117647
561, 5.791667, 7, 5.347826, 1.117647, 5.6875
562, 7, 5.347826, 1.117647, 5.6875, 6.555556
563, 5.347826, 1.117647, 5.6875, 6.555556, 4.578947
564, 1.117647, 5.6875, 6.555556, 4.578947, 16.96667
565, 5.6875, 6.555556, 4.578947, 16.96667, 20.41935
566, 6.555556, 4.578947, 16.96667, 20.41935, 16.43478
567, 4.578947, 16.96667, 20.41935, 16.43478, 11.7
568, 16.96667, 20.41935, 16.43478, 11.7, 10.63158
569, 20.41935, 16.43478, 11.7, 10.63158, 14.7
570, 16.43478, 11.7, 10.63158, 14.7, 20.11111
571, 11.7, 10.63158, 14.7, 20.11111, 10.12
572, 10.63158, 14.7, 20.11111, 10.12, 2
573, 14.7, 20.11111, 10.12, 2, 14.80952
574, 20.11111, 10.12, 2, 14.80952, 3.2
575, 10.12, 2, 14.80952, 3.2, 4.56
576, 2, 14.80952, 3.2, 4.56, 13.8
577, 14.80952, 3.2, 4.56, 13.8, 4.952381
578, 3.2, 4.56, 13.8, 4.952381, 7
579, 4.56, 13.8, 4.952381, 7, 5.233333
580, 13.8, 4.952381, 7, 5.233333, 4.263158
581, 4.952381, 7, 5.233333, 4.263158, 3.117647
582, 7, 5.233333, 4.263158, 3.117647, 2.633333
583, 5.233333, 4.263158, 3.117647, 2.633333, 4.193548
584, 4.263158, 3.117647, 2.633333, 4.193548, 9.15
585, 3.117647, 2.633333, 4.193548, 9.15, 0.375
586, 2.633333, 4.193548, 9.15, 0.375, 4.705882
587, 4.193548, 9.15, 0.375, 4.705882, 5.25
588, 9.15, 0.375, 4.705882, 5.25, 10.875
589, 0.375, 4.705882, 5.25, 10.875, 2.73913
590, 4.705882, 5.25, 10.875, 2.73913, 0.1666667
591, 5.25, 10.875, 2.73913, 0.1666667, 5.066667
592, 10.875, 2.73913, 0.1666667, 5.066667, 0
593, 2.73913, 0.1666667, 5.066667, 0, 4.708333
594, 0.1666667, 5.066667, 0, 4.708333, 13.8
595, 5.066667, 0, 4.708333, 13.8, 2.684211
596, 0, 4.708333, 13.8, 2.684211, 9.125
597, 4.708333, 13.8, 2.684211, 9.125, 5.875
598, 13.8, 2.684211, 9.125, 5.875, 9.777778
599, 2.684211, 9.125, 5.875, 9.777778, 4.684211
600, 9.125, 5.875, 9.777778, 4.684211, 14.4
601, 5.875, 9.777778, 4.684211, 14.4, 8.193548
602, 9.777778, 4.684211, 14.4, 8.193548, 4.565217
603, 4.684211, 14.4, 8.193548, 4.565217, 10.1
604, 14.4, 8.193548, 4.565217, 10.1, 6.736842
605, 8.193548, 4.565217, 10.1, 6.736842, 8.35
606, 4.565217, 10.1, 6.736842, 8.35, 19
607, 10.1, 6.736842, 8.35, 19, 3.08
608, 6.736842, 8.35, 19, 3.08, 4.125
609, 8.35, 19, 3.08, 4.125, 2.863636
610, 19, 3.08, 4.125, 2.863636, 1.6
611, 3.08, 4.125, 2.863636, 1.6, 10.24
612, 4.125, 2.863636, 1.6, 10.24, 4.4
613, 2.863636, 1.6, 10.24, 4.4, 10.13043
614, 1.6, 10.24, 4.4, 10.13043, 1.777778
615, 10.24, 4.4, 10.13043, 1.777778, 9.6875
616, 4.4, 10.13043, 1.777778, 9.6875, 5.666667
617, 10.13043, 1.777778, 9.6875, 5.666667, 13.63158
618, 1.777778, 9.6875, 5.666667, 13.63158, 11.46667
619, 9.6875, 5.666667, 13.63158, 11.46667, 5.193548
620, 5.666667, 13.63158, 11.46667, 5.193548, 1.73913
621, 13.63158, 11.46667, 5.193548, 1.73913, 6.2
622, 11.46667, 5.193548, 1.73913, 6.2, 14.89474
623, 5.193548, 1.73913, 6.2, 14.89474, 3.7
624, 1.73913, 6.2, 14.89474, 3.7, 10.11111
625, 6.2, 14.89474, 3.7, 10.11111, 4.541667
626, 14.89474, 3.7, 10.11111, 4.541667, 1
627, 3.7, 10.11111, 4.541667, 1, 3.047619
628, 10.11111, 4.541667, 1, 3.047619, 0.4
629, 4.541667, 1, 3.047619, 0.4, 4
630, 1, 3.047619, 0.4, 4, 3.8
631, 3.047619, 0.4, 4, 3.8, 5.043478
632, 0.4, 4, 3.8, 5.043478, 7.166667
633, 4, 3.8, 5.043478, 7.166667, 8
634, 3.8, 5.043478, 7.166667, 8, 10.77778
635, 5.043478, 7.166667, 8, 10.77778, 15.22222
636, 7.166667, 8, 10.77778, 15.22222, 31.1
637, 8, 10.77778, 15.22222, 31.1, 22.53125
638, 10.77778, 15.22222, 31.1, 22.53125, 19.52174
639, 15.22222, 31.1, 22.53125, 19.52174, 13.11111
640, 31.1, 22.53125, 19.52174, 13.11111, 15.26316
641, 22.53125, 19.52174, 13.11111, 15.26316, 14.47368
642, 19.52174, 13.11111, 15.26316, 14.47368, 2.888889
643, 13.11111, 15.26316, 14.47368, 2.888889, 4.083333
644, 15.26316, 14.47368, 2.888889, 4.083333, 2.111111
645, 14.47368, 2.888889, 4.083333, 2.111111, 8.65
646, 2.888889, 4.083333, 2.111111, 8.65, 5.75
647, 4.083333, 2.111111, 8.65, 5.75, 9.36
648, 2.111111, 8.65, 5.75, 9.36, 7.2
649, 8.65, 5.75, 9.36, 7.2, 15
650, 5.75, 9.36, 7.2, 15, 16.38889
651, 9.36, 7.2, 15, 16.38889, 16.87097
652, 7.2, 15, 16.38889, 16.87097, 6.444444
653, 15, 16.38889, 16.87097, 6.444444, 20.21053
654, 16.38889, 16.87097, 6.444444, 20.21053, 19.13333
655, 16.87097, 6.444444, 20.21053, 19.13333, 25.21875
656, 6.444444, 20.21053, 19.13333, 25.21875, 29.13043
657, 20.21053, 19.13333, 25.21875, 29.13043, 5
658, 19.13333, 25.21875, 29.13043, 5, 10.31579
659, 25.21875, 29.13043, 5, 10.31579, 8.7
660, 29.13043, 5, 10.31579, 8.7, 1.8
661, 5, 10.31579, 8.7, 1.8, 7.44
662, 10.31579, 8.7, 1.8, 7.44, 4
663, 8.7, 1.8, 7.44, 4, 3
664, 1.8, 7.44, 4, 3, 0
665, 7.44, 4, 3, 0, 1.64
666, 4, 3, 0, 1.64, 0
667, 3, 0, 1.64, 0, 11.13043
668, 0, 1.64, 0, 11.13043, 3.388889
669, 1.64, 0, 11.13043, 3.388889, 12.875
670, 0, 11.13043, 3.388889, 12.875, 24.66667
671, 11.13043, 3.388889, 12.875, 24.66667, 14.73684
672, 3.388889, 12.875, 24.66667, 14.73684, 14.73333
673, 12.875, 24.66667, 14.73684, 14.73333, 20.28125
674, 24.66667, 14.73684, 14.73333, 20.28125, 23.13043
675, 14.73684, 14.73333, 20.28125, 23.13043, 22.5
676, 14.73333, 20.28125, 23.13043, 22.5, 16.47368
677, 20.28125, 23.13043, 22.5, 16.47368, 12.1
678, 23.13043, 22.5, 16.47368, 12.1, 9.2
679, 22.5, 16.47368, 12.1, 9.2, 12.36
680, 16.47368, 12.1, 9.2, 12.36, 3.666667
681, 12.1, 9.2, 12.36, 3.666667, 29.14286
682, 9.2, 12.36, 3.666667, 29.14286, 9.4
683, 12.36, 3.666667, 29.14286, 9.4, 15.45833
684, 3.666667, 29.14286, 9.4, 15.45833, 17.4
685, 29.14286, 9.4, 15.45833, 17.4, 4.173913
686, 9.4, 15.45833, 17.4, 4.173913, 7.888889
687, 15.45833, 17.4, 4.173913, 7.888889, 11.34375
688, 17.4, 4.173913, 7.888889, 11.34375, 8.888889
689, 4.173913, 7.888889, 11.34375, 8.888889, 12.10526
690, 7.888889, 11.34375, 8.888889, 12.10526, 8.266667
691, 11.34375, 8.888889, 12.10526, 8.266667, 15.4375
692, 8.888889, 12.10526, 8.266667, 15.4375, 7.434783
693, 12.10526, 8.266667, 15.4375, 7.434783, 14.2
694, 8.266667, 15.4375, 7.434783, 14.2, 17.78947
695, 15.4375, 7.434783, 14.2, 17.78947, 5
696, 7.434783, 14.2, 17.78947, 5, 4.444444
697, 14.2, 17.78947, 5, 4.444444, 13.625
698, 17.78947, 5, 4.444444, 13.625, 3.888889
699, 5, 4.444444, 13.625, 3.888889, 23
700, 4.444444, 13.625, 3.888889, 23, 3.333333
701, 13.625, 3.888889, 23, 3.333333, 3.08
702, 3.888889, 23, 3.333333, 3.08, 0.4
703, 23, 3.333333, 3.08, 0.4, 2.571429
704, 3.333333, 3.08, 0.4, 2.571429, 2.75
705, 3.08, 0.4, 2.571429, 2.75, 12.2
706, 0.4, 2.571429, 2.75, 12.2, 1.85
707, 2.571429, 2.75, 12.2, 1.85, 20.6875
708, 2.75, 12.2, 1.85, 20.6875, 12.83333
709, 12.2, 1.85, 20.6875, 12.83333, 11.71875
710, 1.85, 20.6875, 12.83333, 11.71875, 18.05263
711, 20.6875, 12.83333, 11.71875, 18.05263, 2.375
712, 12.83333, 11.71875, 18.05263, 2.375, 7.529412
713, 11.71875, 18.05263, 2.375, 7.529412, 2.875
714, 18.05263, 2.375, 7.529412, 2.875, 7.375
715, 2.375, 7.529412, 2.875, 7.375, 13.47826
716, 7.529412, 2.875, 7.375, 13.47826, 1.5
717, 2.875, 7.375, 13.47826, 1.5, 9.466667
718, 7.375, 13.47826, 1.5, 9.466667, 9
719, 13.47826, 1.5, 9.466667, 9, 1.5
720, 1.5, 9.466667, 9, 1.5, 0
721, 9.466667, 9, 1.5, 0, 1.578947
722, 9, 1.5, 0, 1.578947, 1.5
723, 1.5, 0, 1.578947, 1.5, 10.46875
724, 0, 1.578947, 1.5, 10.46875, 3.222222
725, 1.578947, 1.5, 10.46875, 3.222222, 8.631579
726, 1.5, 10.46875, 3.222222, 8.631579, 10.4
727, 10.46875, 3.222222, 8.631579, 10.4, 10.03125
728, 3.222222, 8.631579, 10.4, 10.03125, 3.565217
729, 8.631579, 10.4, 10.03125, 3.565217, 0.5
730, 10.4, 10.03125, 3.565217, 0.5, 7.263158
731, 10.03125, 3.565217, 0.5, 7.263158, 13.85
732, 3.565217, 0.5, 7.263158, 13.85, 3.6
733, 0.5, 7.263158, 13.85, 3.6, 9.64
734, 7.263158, 13.85, 3.6, 9.64, 1.375
735, 13.85, 3.6, 9.64, 1.375, 8.545455
736, 3.6, 9.64, 1.375, 8.545455, 5.4
737, 9.64, 1.375, 8.545455, 5.4, 2.44
738, 1.375, 8.545455, 5.4, 2.44, 0.4
739, 8.545455, 5.4, 2.44, 0.4, 0.2173913
740, 5.4, 2.44, 0.4, 0.2173913, 3.888889
741, 2.44, 0.4, 0.2173913, 3.888889, 5.5
742, 0.4, 0.2173913, 3.888889, 5.5, 5.777778
743, 0.2173913, 3.888889, 5.5, 5.777778, 14.05263
744, 3.888889, 5.5, 5.777778, 14.05263, 6.033333
745, 5.5, 5.777778, 14.05263, 6.033333, 12.40625
746, 5.777778, 14.05263, 6.033333, 12.40625, 3.826087
747, 14.05263, 6.033333, 12.40625, 3.826087, 0.1
748, 6.033333, 12.40625, 3.826087, 0.1, 6.263158
749, 12.40625, 3.826087, 0.1, 6.263158, 6.6
750, 3.826087, 0.1, 6.263158, 6.6, 2.333333
751, 0.1, 6.263158, 6.6, 2.333333, 11.56
752, 6.263158, 6.6, 2.333333, 11.56, 0.3333333
753, 6.6, 2.333333, 11.56, 0.3333333, 2.095238
754, 2.333333, 11.56, 0.3333333, 2.095238, 24.8
755, 11.56, 0.3333333, 2.095238, 24.8, 0.76
756, 0.3333333, 2.095238, 24.8, 0.76, 0.6
757, 2.095238, 24.8, 0.76, 0.6, 2.565217
758, 24.8, 0.76, 0.6, 2.565217, 7.166667
759, 0.76, 0.6, 2.565217, 7.166667, 4.625
760, 0.6, 2.565217, 7.166667, 4.625, 4.166667
761, 2.565217, 7.166667, 4.625, 4.166667, 3.888889
762, 7.166667, 4.625, 4.166667, 3.888889, 3.233333
763, 4.625, 4.166667, 3.888889, 3.233333, 9.21875
764, 4.166667, 3.888889, 3.233333, 9.21875, 2.478261
765, 3.888889, 3.233333, 9.21875, 2.478261, 0.3
766, 3.233333, 9.21875, 2.478261, 0.3, 2.210526
767, 9.21875, 2.478261, 0.3, 2.210526, 5.55
768, 2.478261, 0.3, 2.210526, 5.55, 20.88889
769, 0.3, 2.210526, 5.55, 20.88889, 0.8
770, 2.210526, 5.55, 20.88889, 0.8, 0.7777778
771, 5.55, 20.88889, 0.8, 0.7777778, 4.047619
772, 20.88889, 0.8, 0.7777778, 4.047619, 0
773, 0.8, 0.7777778, 4.047619, 0, 0.2
774, 0.7777778, 4.047619, 0, 0.2, 2.6
775, 4.047619, 0, 0.2, 2.6, 2.347826
776, 0, 0.2, 2.6, 2.347826, 0.8888889
777, 0.2, 2.6, 2.347826, 0.8888889, 7.83871
778, 2.6, 2.347826, 0.8888889, 7.83871, 9.555556
779, 2.347826, 0.8888889, 7.83871, 9.555556, 14.63158
780, 0.8888889, 7.83871, 9.555556, 14.63158, 9.533333
781, 7.83871, 9.555556, 14.63158, 9.533333, 6.15625
782, 9.555556, 14.63158, 9.533333, 6.15625, 10.21739
783, 14.63158, 9.533333, 6.15625, 10.21739, 5.6
784, 9.533333, 6.15625, 10.21739, 5.6, 9.157895
785, 6.15625, 10.21739, 5.6, 9.157895, 20.9
786, 10.21739, 5.6, 9.157895, 20.9, 4.3
787, 5.6, 9.157895, 20.9, 4.3, 7.32
788, 9.157895, 20.9, 4.3, 7.32, 0.3333333
789, 20.9, 4.3, 7.32, 0.3333333, 3.904762
790, 4.3, 7.32, 0.3333333, 3.904762, 0
791, 7.32, 0.3333333, 3.904762, 0, 5.44
792, 0.3333333, 3.904762, 0, 5.44, 4.6
793, 3.904762, 0, 5.44, 4.6, 2.608696
794, 0, 5.44, 4.6, 2.608696, 1
795, 5.44, 4.6, 2.608696, 1, 2.5
796, 4.6, 2.608696, 1, 2.5, 9.888889
797, 2.608696, 1, 2.5, 9.888889, 14.15789
798, 1, 2.5, 9.888889, 14.15789, 5.366667
799, 2.5, 9.888889, 14.15789, 5.366667, 11.28125
800, 9.888889, 14.15789, 5.366667, 11.28125, 14.47826
801, 14.15789, 5.366667, 11.28125, 14.47826, 7.9
802, 5.366667, 11.28125, 14.47826, 7.9, 8.68421
803, 11.28125, 14.47826, 7.9, 8.68421, 11.1
804, 14.47826, 7.9, 8.68421, 11.1, 14.4
805, 7.9, 8.68421, 11.1, 14.4, 6.56
806, 8.68421, 11.1, 14.4, 6.56, 3
807, 11.1, 14.4, 6.56, 3, 5.142857
808, 14.4, 6.56, 3, 5.142857, 0.6
809, 6.56, 3, 5.142857, 0.6, 6.04
810, 3, 5.142857, 0.6, 6.04, 0.6
811, 5.142857, 0.6, 6.04, 0.6, 26.08696
812, 0.6, 6.04, 0.6, 26.08696, 17.83333
813, 6.04, 0.6, 26.08696, 17.83333, 7.375
814, 0.6, 26.08696, 17.83333, 7.375, 13.16667
815, 26.08696, 17.83333, 7.375, 13.16667, 20.63158
816, 17.83333, 7.375, 13.16667, 20.63158, 26.3
817, 7.375, 13.16667, 20.63158, 26.3, 47.125
818, 13.16667, 20.63158, 26.3, 47.125, 51.30435
819, 20.63158, 26.3, 47.125, 51.30435, 68.1
820, 26.3, 47.125, 51.30435, 68.1, 52.31579
821, 47.125, 51.30435, 68.1, 52.31579, 68.57895
822, 51.30435, 68.1, 52.31579, 68.57895, 99.77778
823, 68.1, 52.31579, 68.57895, 99.77778, 84.44
824, 52.31579, 68.57895, 99.77778, 84.44, 107.1111
825, 68.57895, 99.77778, 84.44, 107.1111, 74.57143
826, 99.77778, 84.44, 107.1111, 74.57143, 23.5
827, 84.44, 107.1111, 74.57143, 23.5, 46.32
828, 107.1111, 74.57143, 23.5, 46.32, 14.4
829, 74.57143, 23.5, 46.32, 14.4, 8.142857
830, 23.5, 46.32, 14.4, 8.142857, 19.375
831, 46.32, 14.4, 8.142857, 19.375, 26.93333
832, 14.4, 8.142857, 19.375, 26.93333, 20.05263
833, 8.142857, 19.375, 26.93333, 20.05263, 20.11765
834, 19.375, 26.93333, 20.05263, 20.11765, 25.23333
835, 26.93333, 20.05263, 20.11765, 25.23333, 41
836, 20.05263, 20.11765, 25.23333, 41, 39.47368
837, 20.11765, 25.23333, 41, 39.47368, 23.66667
838, 25.23333, 41, 39.47368, 23.66667, 26.70588
839, 41, 39.47368, 23.66667, 26.70588, 26.4375
840, 39.47368, 23.66667, 26.70588, 26.4375, 38.5
841, 23.66667, 26.70588, 26.4375, 38.5, 15.17391
842, 26.70588, 26.4375, 38.5, 15.17391, 21.83333
843, 26.4375, 38.5, 15.17391, 21.83333, 8.6875
844, 38.5, 15.17391, 21.83333, 8.6875, 4.25
845, 15.17391, 21.83333, 8.6875, 4.25, 4.25
846, 21.83333, 8.6875, 4.25, 4.25, 6
847, 8.6875, 4.25, 4.25, 6, 0.7894737
848, 4.25, 4.25, 6, 0.7894737, 2.5625
849, 4.25, 6, 0.7894737, 2.5625, 9.125
850, 6, 0.7894737, 2.5625, 9.125, 3.944444
851, 0.7894737, 2.5625, 9.125, 3.944444, 3.052632
852, 2.5625, 9.125, 3.944444, 3.052632, 6.533333
853, 9.125, 3.944444, 3.052632, 6.533333, 19.59375
854, 3.944444, 3.052632, 6.533333, 19.59375, 13.30435
855, 3.052632, 6.533333, 19.59375, 13.30435, 0.6
856, 6.533333, 19.59375, 13.30435, 0.6, 27.27778
857, 19.59375, 13.30435, 0.6, 27.27778, 20.95
858, 13.30435, 0.6, 27.27778, 20.95, 18.8
859, 0.6, 27.27778, 20.95, 18.8, 12.52
860, 27.27778, 20.95, 18.8, 12.52, 4.25
861, 20.95, 18.8, 12.52, 4.25, 10.31818
862, 18.8, 12.52, 4.25, 10.31818, 5.8
863, 12.52, 4.25, 10.31818, 5.8, 4.92
864, 4.25, 10.31818, 5.8, 4.92, 10
865, 10.31818, 5.8, 4.92, 10, 5
866, 5.8, 4.92, 10, 5, 7.388889
867, 4.92, 10, 5, 7.388889, 11.09375
868, 10, 5, 7.388889, 11.09375, 13.38889
869, 5, 7.388889, 11.09375, 13.38889, 12.89474
870, 7.388889, 11.09375, 13.38889, 12.89474, 15.16667
871, 11.09375, 13.38889, 12.89474, 15.16667, 18.9375
872, 13.38889, 12.89474, 15.16667, 18.9375, 10.13043
873, 12.89474, 15.16667, 18.9375, 10.13043, 5.2
874, 15.16667, 18.9375, 10.13043, 5.2, 6.263158
875, 18.9375, 10.13043, 5.2, 6.263158, 12.1
876, 10.13043, 5.2, 6.263158, 12.1, 22.66667
877, 5.2, 6.263158, 12.1, 22.66667, 24.72
878, 6.263158, 12.1, 22.66667, 24.72, 35.88889
879, 12.1, 22.66667, 24.72, 35.88889, 33.19048
880, 22.66667, 24.72, 35.88889, 33.19048, 34.2
881, 24.72, 35.88889, 33.19048, 34.2, 32.28
882, 35.88889, 33.19048, 34.2, 32.28, 18.8
883, 33.19048, 34.2, 32.28, 18.8, 13.6087
884, 34.2, 32.28, 18.8, 13.6087, 6.611111
885, 32.28, 18.8, 13.6087, 6.611111, 3.6875
886, 18.8, 13.6087, 6.611111, 3.6875, 8.222222
887, 13.6087, 6.611111, 3.6875, 8.222222, 24.94444
888, 6.611111, 3.6875, 8.222222, 24.94444, 19.26667
889, 3.6875, 8.222222, 24.94444, 19.26667, 16.65625
890, 8.222222, 24.94444, 19.26667, 16.65625, 11.21739
891, 24.94444, 19.26667, 16.65625, 11.21739, 5.5
892, 19.26667, 16.65625, 11.21739, 5.5, 8.368421
893, 16.65625, 11.21739, 5.5, 8.368421, 16.35
894, 11.21739, 5.5, 8.368421, 16.35, 22.88889
895, 5.5, 8.368421, 16.35, 22.88889, 9.64
896, 8.368421, 16.35, 22.88889, 9.64, 18.88889
897, 16.35, 22.88889, 9.64, 18.88889, 24.61905
898, 22.88889, 9.64, 18.88889, 24.61905, 15.5
899, 9.64, 18.88889, 24.61905, 15.5, 19.84
900, 18.88889, 24.61905, 15.5, 19.84, 15.2
901, 24.61905, 15.5, 19.84, 15.2, 8.217391
902, 15.5, 19.84, 15.2, 8.217391, 4.777778
903, 19.84, 15.2, 8.217391, 4.777778, 6.387097
904, 15.2, 8.217391, 4.777778, 6.387097, 13.22222
905, 8.217391, 4.777778, 6.387097, 13.22222, 5.421053
906, 4.777778, 6.387097, 13.22222, 5.421053, 22.23333
907, 6.387097, 13.22222, 5.421053, 22.23333, 12
908, 13.22222, 5.421053, 22.23333, 12, 12.43478
909, 5.421053, 22.23333, 12, 12.43478, 2.8
910, 22.23333, 12, 12.43478, 2.8, 14.21053
911, 12, 12.43478, 2.8, 14.21053, 7
912, 12.43478, 2.8, 14.21053, 7, 27.3
913, 2.8, 14.21053, 7, 27.3, 6.24
914, 14.21053, 7, 27.3, 6.24, 0
915, 7, 27.3, 6.24, 0, 11.95238
916, 27.3, 6.24, 0, 11.95238, 11
917, 6.24, 0, 11.95238, 11, 17.36
918, 0, 11.95238, 11, 17.36, 2.8
919, 11.95238, 11, 17.36, 2.8, 2.086957
920, 11, 17.36, 2.8, 2.086957, 0.3333333
921, 17.36, 2.8, 2.086957, 0.3333333, 3.75
922, 2.8, 2.086957, 0.3333333, 3.75, 17.11111
923, 2.086957, 0.3333333, 3.75, 17.11111, 18.52632
924, 0.3333333, 3.75, 17.11111, 18.52632, 6.633333
925, 3.75, 17.11111, 18.52632, 6.633333, 8.375
926, 17.11111, 18.52632, 6.633333, 8.375, 4.26087
927, 18.52632, 6.633333, 8.375, 4.26087, 11.1
928, 6.633333, 8.375, 4.26087, 11.1, 3.842105
929, 8.375, 4.26087, 11.1, 3.842105, 11.65
930, 4.26087, 11.1, 3.842105, 11.65, 14.3
931, 11.1, 3.842105, 11.65, 14.3, 6.84
932, 3.842105, 11.65, 14.3, 6.84, 4.111111
933, 11.65, 14.3, 6.84, 4.111111, 6.428571
934, 14.3, 6.84, 4.111111, 6.428571, 0.4
935, 6.84, 4.111111, 6.428571, 0.4, 11.16
936, 4.111111, 6.428571, 0.4, 11.16, 4.2
937, 6.428571, 0.4, 11.16, 4.2, 2.478261
938, 0.4, 11.16, 4.2, 2.478261, 2.055556
939, 11.16, 4.2, 2.478261, 2.055556, 7.71875
940, 4.2, 2.478261, 2.055556, 7.71875, 12.5
941, 2.478261, 2.055556, 7.71875, 12.5, 5
942, 2.055556, 7.71875, 12.5, 5, 11.4
943, 7.71875, 12.5, 5, 11.4, 5.75
944, 12.5, 5, 11.4, 5.75, 7.043478
945, 5, 11.4, 5.75, 7.043478, 4.9
946, 11.4, 5.75, 7.043478, 4.9, 9.526316
947, 5.75, 7.043478, 4.9, 9.526316, 9.631579
948, 7.043478, 4.9, 9.526316, 9.631579, 11.75
949, 4.9, 9.526316, 9.631579, 11.75, 7.32
950, 9.526316, 9.631579, 11.75, 7.32, 5.142857
951, 9.631579, 11.75, 7.32, 5.142857, 8.142857
952, 11.75, 7.32, 5.142857, 8.142857, 10.6
953, 7.32, 5.142857, 8.142857, 10.6, 10.52
954, 5.142857, 8.142857, 10.6, 10.52, 2
